,sym_1,sym_2,p_value,t_value,c_value,hedge_ratio,zero_crossings
3689,XRPUSDT,CELRUSDT,0.0,-14.04,-3.37,33.95,32
438,AXSUSDT,DOGEUSDT,0.02,-3.74,-3.37,83.72,32
1645,DARUSDT,OGNUSDT,0.0,-4.94,-3.37,1.3,32
1972,GTCUSDT,KDAUSDT,0.01,-3.79,-3.37,1.91,32
3860,YGGUSDT,CVXUSDT,0.0,-4.39,-3.37,0.06,32
215,ALPHAUSDT,DARUSDT,0.02,-3.6,-3.37,0.65,32
3873,YGGUSDT,EOSUSDT,0.0,-4.22,-3.37,0.24,32
1555,CTCUSDT,MINAUSDT,0.01,-3.87,-3.37,0.68,32
300,API3USDT,OGNUSDT,0.0,-4.45,-3.37,13.89,32
343,ARUSDT,STMXUSDT,0.0,-4.67,-3.37,1930.81,32
3432,USDCUSDT,CHRUSDT,0.0,-12.89,-3.37,9.01,32
1371,CHRUSDT,ROSEUSDT,0.01,-4.03,-3.37,2.41,32
3386,UNFIUSDT,WAVESUSDT,0.02,-3.61,-3.37,1.86,32
590,BATUSDT,CTCUSDT,0.01,-3.8,-3.37,0.6,32
2786,RENUSDT,1000BTTUSDT,0.0,-4.91,-3.37,116.09,32
2187,INJUSDT,BICOUSDT,0.02,-3.59,-3.37,5.84,32
191,ALICEUSDT,HOTUSDT,0.01,-4.1,-3.37,766.33,32
2230,IOTAUSDT,NEOUSDT,0.0,-4.26,-3.37,0.03,32
605,BATUSDT,NEOUSDT,0.0,-4.95,-3.37,0.03,32
1376,CHRUSDT,XNOUSDT,0.01,-3.85,-3.37,0.19,32
993,BTCUSDT,AXSUSDT,0.0,-5.21,-3.37,2356.52,32
1557,CTCUSDT,OGNUSDT,0.01,-3.93,-3.37,3.64,32
984,BSWUSDT,TLMUSDT,0.02,-3.63,-3.37,13.43,32
1944,GLMRUSDT,LINAUSDT,0.04,-3.43,-3.37,58.96,31
1399,COMPUSDT,MINAUSDT,0.0,-4.18,-3.37,70.8,31
1307,CELUSDT,GMTUSDT,0.03,-3.48,-3.37,1.25,31
818,BELUSDT,SLPUSDT,0.0,-4.15,-3.37,160.35,31
3958,ZECUSDT,BNBUSDT,0.02,-3.6,-3.37,0.15,31
1908,FLOWUSDT,XLMUSDT,0.0,-4.18,-3.37,13.46,31
976,BSWUSDT,INJUSDT,0.02,-3.66,-3.37,0.12,31
822,BELUSDT,TOMOUSDT,0.02,-3.6,-3.37,1.35,31
1950,GLMRUSDT,SANDUSDT,0.03,-3.57,-3.37,0.61,31
2473,MINAUSDT,NEOUSDT,0.04,-3.41,-3.37,0.08,31
1923,FXSUSDT,MKRUSDT,0.0,-4.45,-3.37,0.01,31
2261,JSTUSDT,DASHUSDT,0.02,-3.74,-3.37,0.0,31
1925,FXSUSDT,RENUSDT,0.04,-3.39,-3.37,58.5,31
3321,TRBUSDT,LRCUSDT,0.01,-3.93,-3.37,46.51,31
2451,LUNA2USDT,SHIB1000USDT,0.0,-4.42,-3.37,181.82,31
1274,CELUSDT,BITUSDT,0.04,-3.42,-3.37,1.63,31
1035,BTCUSDT,SHIB1000USDT,0.0,-4.37,-3.37,1830017.81,31
246,ANKRUSDT,CEEKUSDT,0.0,-4.87,-3.37,0.21,31
2457,MATICUSDT,OCEANUSDT,0.03,-3.5,-3.37,6.77,31
1937,GALUSDT,RNDRUSDT,0.03,-3.53,-3.37,2.98,31
3063,SLPUSDT,GTCUSDT,0.03,-3.58,-3.37,0.0,31
247,ANKRUSDT,CELRUSDT,0.0,-7.2,-3.37,1.91,31
1285,CELUSDT,DASHUSDT,0.03,-3.5,-3.37,0.01,31
234,ALPHAUSDT,XLMUSDT,0.01,-4.0,-3.37,0.98,31
2285,KDAUSDT,1000BTTUSDT,0.01,-3.89,-3.37,1324.88,31
788,BELUSDT,FLOWUSDT,0.02,-3.72,-3.37,0.33,31
1222,CEEKUSDT,QTUMUSDT,0.04,-3.43,-3.37,0.05,31
2619,MTLUSDT,ZRXUSDT,0.0,-5.84,-3.37,3.78,31
1762,EGLDUSDT,BNBUSDT,0.01,-4.1,-3.37,0.16,31
1767,EGLDUSDT,HNTUSDT,0.0,-4.9,-3.37,17.53,31
1782,ENJUSDT,SANDUSDT,0.0,-4.24,-3.37,0.53,31
1786,ENSUSDT,DENTUSDT,0.04,-3.4,-3.37,18871.57,31
2618,MTLUSDT,ZILUSDT,0.0,-5.03,-3.37,31.79,31
1221,CEEKUSDT,MTLUSDT,0.05,-3.37,-3.37,0.15,31
1226,CEEKUSDT,ZILUSDT,0.01,-3.93,-3.37,4.65,31
2315,KDAUSDT,KLAYUSDT,0.03,-3.52,-3.37,5.19,31
1792,ENSUSDT,RUNEUSDT,0.01,-3.87,-3.37,10.8,31
494,BAKEUSDT,1000BTTUSDT,0.03,-3.52,-3.37,267.5,31
3201,SUNUSDT,RNDRUSDT,0.0,-4.31,-3.37,0.01,31
2503,MTLUSDT,ANKRUSDT,0.02,-3.71,-3.37,32.14,31
1811,EOSUSDT,XLMUSDT,0.01,-3.94,-3.37,10.05,31
775,BELUSDT,CROUSDT,0.01,-3.82,-3.37,5.82,31
2494,MTLUSDT,1000BTTUSDT,0.02,-3.6,-3.37,1018.68,31
1726,DUSKUSDT,DOTUSDT,0.04,-3.4,-3.37,0.02,31
777,BELUSDT,CTCUSDT,0.01,-4.08,-3.37,1.08,31
778,BELUSDT,CTSIUSDT,0.03,-3.56,-3.37,3.9,31
2295,KDAUSDT,CTKUSDT,0.01,-4.1,-3.37,1.17,31
3135,SUNUSDT,CELRUSDT,0.0,-4.42,-3.37,0.45,31
2675,OGNUSDT,LUNA2USDT,0.02,-3.65,-3.37,0.06,31
1317,CELUSDT,IOSTUSDT,0.01,-3.79,-3.37,59.04,31
3971,ZILUSDT,YFIUSDT,0.04,-3.45,-3.37,0.0,31
785,BELUSDT,EOSUSDT,0.02,-3.72,-3.37,0.45,31
2288,KDAUSDT,API3USDT,0.02,-3.72,-3.37,0.62,31
2379,LDOUSDT,QNTUSDT,0.04,-3.44,-3.37,0.01,31
362,AUDIOUSDT,FLOWUSDT,0.0,-4.57,-3.37,0.12,31
2077,HNTUSDT,SHIB1000USDT,0.0,-4.16,-3.37,269.6,31
2712,ONEUSDT,INJUSDT,0.03,-3.56,-3.37,0.01,31
2774,REEFUSDT,DOTUSDT,0.04,-3.42,-3.37,0.0,31
2079,HNTUSDT,SLPUSDT,0.01,-3.83,-3.37,976.63,31
2086,HNTUSDT,TOMOUSDT,0.03,-3.5,-3.37,8.22,31
2844,RENUSDT,EOSUSDT,0.0,-4.74,-3.37,0.09,31
672,BCHUSDT,FLOWUSDT,0.03,-3.53,-3.37,86.16,31
346,AUDIOUSDT,AAVEUSDT,0.03,-3.57,-3.37,0.0,31
2182,IMXUSDT,XTZUSDT,0.03,-3.5,-3.37,0.42,31
3634,XNOUSDT,GLMRUSDT,0.0,-4.37,-3.37,1.66,31
3610,XEMUSDT,STORJUSDT,0.0,-5.07,-3.37,0.1,31
684,BCHUSDT,HOTUSDT,0.02,-3.6,-3.37,66942.26,31
1552,CTCUSDT,LOOKSUSDT,0.0,-4.98,-3.37,2.77,31
2209,INJUSDT,SANDUSDT,0.0,-4.47,-3.37,2.96,31
2115,ICPUSDT,ENJUSDT,0.01,-3.9,-3.37,12.48,31
2997,RUNEUSDT,GLMRUSDT,0.01,-3.88,-3.37,3.32,31
1020,BTCUSDT,LINKUSDT,0.0,-4.55,-3.37,2700.5,31
3844,YGGUSDT,BNBUSDT,0.02,-3.68,-3.37,0.0,31
1576,CTKUSDT,FILUSDT,0.02,-3.75,-3.37,0.18,31
2145,ICPUSDT,TLMUSDT,0.03,-3.52,-3.37,253.17,31
2141,ICPUSDT,SANDUSDT,0.0,-4.98,-3.37,6.64,31
2362,KLAYUSDT,SLPUSDT,0.01,-3.85,-3.37,68.06,31
3848,YGGUSDT,BTCUSDT,0.02,-3.61,-3.37,0.0,31
2389,LINAUSDT,LRCUSDT,0.0,-4.13,-3.37,0.02,31
1366,CHRUSDT,GLMRUSDT,0.01,-3.91,-3.37,0.31,31
1625,CVXUSDT,REEFUSDT,0.0,-4.3,-3.37,1257.8,31
279,ANTUSDT,APTUSDT,0.01,-3.86,-3.37,0.44,31
2011,HNTUSDT,BTCUSDT,0.0,-4.14,-3.37,0.0,31
333,ARPAUSDT,MINAUSDT,0.02,-3.66,-3.37,0.05,31
2241,IOTXUSDT,LOOKSUSDT,0.01,-3.86,-3.37,0.18,31
1974,GTCUSDT,LOOKSUSDT,0.01,-3.92,-3.37,12.56,31
3048,SLPUSDT,BITUSDT,0.01,-3.83,-3.37,0.01,31
364,AUDIOUSDT,GLMRUSDT,0.01,-3.78,-3.37,0.41,31
1318,CELUSDT,IOTAUSDT,0.01,-3.77,-3.37,2.25,31
1319,CELUSDT,IOTXUSDT,0.02,-3.75,-3.37,20.15,31
2829,RENUSDT,CTCUSDT,0.0,-4.39,-3.37,0.21,31
3967,ZILUSDT,ANKRUSDT,0.01,-4.01,-3.37,1.01,31
2228,IOTAUSDT,MINAUSDT,0.03,-3.55,-3.37,0.39,31
2001,HNTUSDT,AVAXUSDT,0.0,-4.17,-3.37,0.19,31
957,BSVUSDT,TOMOUSDT,0.05,-3.38,-3.37,130.31,31
1337,CELUSDT,OPUSDT,0.03,-3.49,-3.37,0.54,31
2164,ILVUSDT,OPUSDT,0.02,-3.64,-3.37,48.28,31
262,ANKRUSDT,OPUSDT,0.03,-3.5,-3.37,0.02,31
2352,KDAUSDT,XNOUSDT,0.01,-3.85,-3.37,1.5,31
2043,HNTUSDT,HOTUSDT,0.02,-3.69,-3.37,1581.02,31
2029,HNTUSDT,EOSUSDT,0.01,-3.85,-3.37,2.73,31
3924,YGGUSDT,RNDRUSDT,0.0,-4.26,-3.37,0.46,31
516,BAKEUSDT,DOTUSDT,0.03,-3.51,-3.37,0.03,30
1480,CROUSDT,IOTXUSDT,0.0,-4.51,-3.37,2.83,30
1560,CTCUSDT,QNTUSDT,0.03,-3.49,-3.37,0.0,30
904,BNBUSDT,ILVUSDT,0.04,-3.42,-3.37,6.28,30
900,BNBUSDT,ETHUSDT,0.02,-3.7,-3.37,0.23,30
1551,CTCUSDT,LITUSDT,0.0,-4.15,-3.37,0.53,30
860,BLZUSDT,DGBUSDT,0.01,-3.91,-3.37,8.44,30
1499,CROUSDT,PEOPLEUSDT,0.03,-3.53,-3.37,3.02,30
3731,XRPUSDT,HBARUSDT,0.0,-13.89,-3.37,7.9,30
548,BAKEUSDT,OMGUSDT,0.02,-3.73,-3.37,0.16,30
1220,CEEKUSDT,GMTUSDT,0.01,-3.79,-3.37,0.26,30
837,BICOUSDT,SKLUSDT,0.01,-3.81,-3.37,10.87,30
3820,XTZUSDT,ZECUSDT,0.04,-3.45,-3.37,0.02,30
832,BICOUSDT,CVXUSDT,0.04,-3.46,-3.37,0.07,30
836,BICOUSDT,OCEANUSDT,0.05,-3.37,-3.37,2.25,30
1030,BTCUSDT,ROSEUSDT,0.0,-4.8,-3.37,360619.77,30
1684,DGBUSDT,LPTUSDT,0.0,-4.18,-3.37,0.0,30
556,BAKEUSDT,SANDUSDT,0.01,-3.95,-3.37,0.31,30
557,BAKEUSDT,SHIB1000USDT,0.04,-3.43,-3.37,19.69,30
1691,DGBUSDT,RUNEUSDT,0.0,-4.96,-3.37,0.01,30
558,BAKEUSDT,SNXUSDT,0.0,-4.15,-3.37,0.1,30
690,BCHUSDT,IOTAUSDT,0.03,-3.57,-3.37,475.59,30
1600,CVCUSDT,MTLUSDT,0.02,-3.73,-3.37,0.14,30
1007,BTCUSDT,FILUSDT,0.0,-5.09,-3.37,3850.88,30
3906,YGGUSDT,LRCUSDT,0.0,-4.25,-3.37,0.89,30
1583,CTKUSDT,TLMUSDT,0.0,-4.47,-3.37,49.85,30
609,BATUSDT,SLPUSDT,0.02,-3.77,-3.37,89.75,30
914,BSVUSDT,BTCUSDT,0.04,-3.43,-3.37,0.0,30
1466,CROUSDT,FLOWUSDT,0.01,-3.89,-3.37,0.06,30
1699,DODOUSDT,FTMUSDT,0.03,-3.55,-3.37,0.64,30
745,BCHUSDT,TRXUSDT,0.01,-3.9,-3.37,2052.09,30
3388,UNFIUSDT,XMRUSDT,0.0,-4.36,-3.37,0.03,30
406,AXSUSDT,1000BTTUSDT,0.0,-6.82,-3.37,10541.07,30
2614,MTLUSDT,YFIUSDT,0.0,-4.87,-3.37,0.0,30
3622,XLMUSDT,XNOUSDT,0.02,-3.73,-3.37,0.15,30
2660,OGNUSDT,BICOUSDT,0.04,-3.45,-3.37,0.35,30
199,ALICEUSDT,OMGUSDT,0.0,-4.13,-3.37,1.04,30
2108,ICPUSDT,1000BTTUSDT,0.01,-3.78,-3.37,5774.07,30
2704,ONEUSDT,DOTUSDT,0.03,-3.53,-3.37,0.0,30
187,ALICEUSDT,FILUSDT,0.0,-5.05,-3.37,0.27,30
67,AAVEUSDT,OGNUSDT,0.0,-4.35,-3.37,569.78,30
182,ALICEUSDT,DGBUSDT,0.0,-4.13,-3.37,172.51,30
2792,RENUSDT,ADAUSDT,0.01,-4.01,-3.37,0.24,30
2818,RENUSDT,BSVUSDT,0.0,-4.55,-3.37,0.0,30
1979,GTCUSDT,REEFUSDT,0.02,-3.68,-3.37,537.92,30
3667,XRPUSDT,ARPAUSDT,0.0,-13.91,-3.37,14.21,30
2830,RENUSDT,CTKUSDT,0.0,-4.26,-3.37,0.1,30
3615,XEMUSDT,ZRXUSDT,0.04,-3.39,-3.37,0.18,30
372,AUDIOUSDT,OMGUSDT,0.02,-3.75,-3.37,0.13,30
1965,GTCUSDT,ETCUSDT,0.0,-4.12,-3.37,0.09,30
2386,LINAUSDT,FXSUSDT,0.04,-3.42,-3.37,0.0,30
293,API3USDT,DARUSDT,0.03,-3.59,-3.37,10.67,30
2290,KDAUSDT,BITUSDT,0.0,-4.3,-3.37,2.94,30
83,ACHUSDT,CTSIUSDT,0.02,-3.74,-3.37,0.09,30
286,APEUSDT,STMXUSDT,0.04,-3.45,-3.37,603.16,30
3470,USDCUSDT,GTCUSDT,0.0,-12.86,-3.37,0.59,30
2376,KSMUSDT,SNXUSDT,0.0,-5.54,-3.37,14.07,30
3473,USDCUSDT,HOTUSDT,0.0,-12.86,-3.37,644.97,30
743,BCHUSDT,TOMOUSDT,0.02,-3.69,-3.37,348.14,30
2441,LRCUSDT,OCEANUSDT,0.03,-3.58,-3.37,1.89,30
2458,MATICUSDT,REEFUSDT,0.0,-4.35,-3.37,281.21,30
350,AUDIOUSDT,BSVUSDT,0.03,-3.5,-3.37,0.0,30
351,AUDIOUSDT,BTCUSDT,0.01,-3.86,-3.37,0.0,30
235,ALPHAUSDT,XNOUSDT,0.02,-3.73,-3.37,0.15,30
232,ALPHAUSDT,TRBUSDT,0.03,-3.57,-3.37,0.01,30
164,AKROUSDT,AUDIOUSDT,0.0,-4.24,-3.37,0.02,30
2720,ONEUSDT,SANDUSDT,0.04,-3.43,-3.37,0.02,30
1964,GTCUSDT,BITUSDT,0.01,-3.85,-3.37,5.63,30
1813,ETCUSDT,INJUSDT,0.01,-3.87,-3.37,11.37,30
1883,FILUSDT,TLMUSDT,0.0,-4.32,-3.37,283.09,30
3041,SHIB1000USDT,LRCUSDT,0.03,-3.53,-3.37,0.04,30
1902,FLMUSDT,XNOUSDT,0.01,-4.05,-3.37,0.13,30
3262,SXPUSDT,UNIUSDT,0.03,-3.59,-3.37,0.04,30
3267,TLMUSDT,OGNUSDT,0.0,-4.47,-3.37,0.15,30
2950,RNDRUSDT,GALAUSDT,0.0,-4.78,-3.37,17.03,30
454,AXSUSDT,HNTUSDT,0.0,-5.61,-3.37,2.87,30
1918,FTMUSDT,RVNUSDT,0.01,-3.99,-3.37,8.39,30
1824,ETHUSDT,GTCUSDT,0.0,-4.99,-3.37,714.64,30
3123,SUNUSDT,AXSUSDT,0.0,-5.4,-3.37,0.0,30
3131,SUNUSDT,BSVUSDT,0.0,-4.45,-3.37,0.0,30
443,AXSUSDT,ETHWUSDT,0.0,-9.85,-3.37,1.9,30
716,BCHUSDT,ONTUSDT,0.01,-3.79,-3.37,607.83,29
2464,MINAUSDT,EOSUSDT,0.03,-3.49,-3.37,0.62,29
3352,TRXUSDT,XEMUSDT,0.01,-3.84,-3.37,1.58,29
712,BCHUSDT,MTLUSDT,0.0,-5.05,-3.37,152.07,29
833,BICOUSDT,DARUSDT,0.01,-4.0,-3.37,2.21,29
79,AAVEUSDT,XLMUSDT,0.0,-4.39,-3.37,653.45,29
1400,COMPUSDT,OGNUSDT,0.01,-3.94,-3.37,381.85,29
647,BCHUSDT,CELUSDT,0.03,-3.53,-3.37,210.91,29
3174,SUNUSDT,IOTAUSDT,0.0,-4.54,-3.37,0.02,29
1293,CELUSDT,ENJUSDT,0.01,-3.89,-3.37,1.59,29
2446,LRCUSDT,SANDUSDT,0.03,-3.59,-3.37,0.42,29
803,BELUSDT,MINAUSDT,0.0,-4.48,-3.37,0.73,29
1385,COMPUSDT,CTCUSDT,0.0,-4.33,-3.37,104.87,29
808,BELUSDT,OMGUSDT,0.0,-4.33,-3.37,0.35,29
292,API3USDT,CTCUSDT,0.0,-4.3,-3.37,3.81,29
3056,SLPUSDT,ENJUSDT,0.01,-3.94,-3.37,0.01,29
2438,LRCUSDT,DOTUSDT,0.04,-3.44,-3.37,0.04,29
1323,CELUSDT,KNCUSDT,0.02,-3.75,-3.37,0.82,29
3314,TRBUSDT,DOTUSDT,0.01,-3.86,-3.37,2.01,29
1344,CELUSDT,SLPUSDT,0.0,-4.53,-3.37,195.52,29
3076,SLPUSDT,OPUSDT,0.01,-4.06,-3.37,0.0,29
1369,CHRUSDT,LOOKSUSDT,0.0,-4.87,-3.37,0.82,29
2440,LRCUSDT,GRTUSDT,0.04,-3.45,-3.37,4.05,29
3029,SANDUSDT,ILVUSDT,0.02,-3.62,-3.37,0.01,29
1261,CELUSDT,1000XECUSDT,0.01,-3.88,-3.37,16.92,29
655,BCHUSDT,CTCUSDT,0.01,-3.85,-3.37,277.84,29
2910,RENUSDT,SLPUSDT,0.0,-4.52,-3.37,30.95,29
2839,RENUSDT,DUSKUSDT,0.0,-4.72,-3.37,0.87,29
899,BNBUSDT,BSVUSDT,0.03,-3.57,-3.37,7.04,29
890,BLZUSDT,SLPUSDT,0.02,-3.6,-3.37,23.14,29
885,BLZUSDT,RENUSDT,0.01,-3.84,-3.37,0.75,29
2815,RENUSDT,BNBUSDT,0.0,-5.23,-3.37,0.0,29
882,BLZUSDT,NEOUSDT,0.01,-4.0,-3.37,0.01,29
2947,RNDRUSDT,ETHUSDT,0.0,-4.31,-3.37,0.0,29
1000,BTCUSDT,DODOUSDT,0.04,-3.4,-3.37,143787.93,29
849,BLZUSDT,ANKRUSDT,0.01,-3.99,-3.37,2.74,29
189,ALICEUSDT,FLOWUSDT,0.0,-4.15,-3.37,0.99,29
2334,KDAUSDT,ROSEUSDT,0.01,-3.9,-3.37,19.21,29
844,BITUSDT,ICPUSDT,0.04,-3.46,-3.37,0.08,29
2702,ONEUSDT,API3USDT,0.04,-3.4,-3.37,0.01,29
2673,OGNUSDT,ILVUSDT,0.03,-3.58,-3.37,0.0,29
2670,OGNUSDT,GLMRUSDT,0.02,-3.65,-3.37,0.29,29
2629,NEOUSDT,FLOWUSDT,0.01,-3.86,-3.37,5.51,29
2961,ROSEUSDT,1000LUNCUSDT,0.01,-3.9,-3.37,0.27,29
2532,MTLUSDT,ENSUSDT,0.01,-3.93,-3.37,0.05,29
1227,CELOUSDT,LTCUSDT,0.01,-3.84,-3.37,0.01,29
3285,TOMOUSDT,GLMRUSDT,0.03,-3.48,-3.37,0.84,29
2972,ROSEUSDT,LUNA2USDT,0.03,-3.58,-3.37,0.03,29
3261,SXPUSDT,SOLUSDT,0.03,-3.58,-3.37,0.02,29
910,BNXUSDT,STGUSDT,0.04,-3.38,-3.37,376.83,29
1246,CELRUSDT,ONTUSDT,0.0,-4.19,-3.37,0.07,29
1459,CROUSDT,ENSUSDT,0.0,-4.61,-3.37,0.01,29
3222,SUNUSDT,TOMOUSDT,0.02,-3.68,-3.37,0.02,29
1612,CVXUSDT,GTCUSDT,0.0,-4.57,-3.37,2.34,29
2117,ICPUSDT,ETHUSDT,0.0,-4.4,-3.37,0.0,29
352,AUDIOUSDT,CEEKUSDT,0.03,-3.57,-3.37,1.48,29
1550,CTCUSDT,LINKUSDT,0.0,-4.28,-3.37,0.06,29
353,AUDIOUSDT,CELUSDT,0.03,-3.48,-3.37,0.3,29
3864,YGGUSDT,DGBUSDT,0.03,-3.58,-3.37,31.93,29
1911,FTMUSDT,ENJUSDT,0.02,-3.68,-3.37,0.58,29
2169,ILVUSDT,TLMUSDT,0.03,-3.55,-3.37,2851.84,29
1912,FTMUSDT,INJUSDT,0.01,-3.79,-3.37,0.1,29
1922,FTMUSDT,XLMUSDT,0.0,-4.67,-3.37,2.02,29
2140,ICPUSDT,RVNUSDT,0.0,-4.72,-3.37,179.5,29
54,AAVEUSDT,FILUSDT,0.01,-3.82,-3.37,13.53,29
2138,ICPUSDT,RENUSDT,0.0,-4.31,-3.37,49.72,29
1933,GALUSDT,GRTUSDT,0.04,-3.42,-3.37,23.37,29
394,AVAXUSDT,LRCUSDT,0.01,-3.94,-3.37,52.41,29
1941,GLMRUSDT,DOGEUSDT,0.01,-3.79,-3.37,4.23,29
1817,ETCUSDT,MATICUSDT,0.01,-4.11,-3.37,22.12,29
398,AVAXUSDT,OGNUSDT,0.0,-4.25,-3.37,126.17,29
3843,YGGUSDT,BITUSDT,0.02,-3.75,-3.37,0.73,29
2097,HNTUSDT,ZECUSDT,0.0,-4.68,-3.37,0.06,29
1949,GLMRUSDT,RVNUSDT,0.04,-3.4,-3.37,16.56,29
1621,CVXUSDT,MATICUSDT,0.02,-3.76,-3.37,4.47,29
2067,HNTUSDT,OPUSDT,0.0,-4.87,-3.37,2.72,29
1662,DENTUSDT,HOTUSDT,0.04,-3.4,-3.37,0.44,29
2065,HNTUSDT,OGNUSDT,0.01,-3.8,-3.37,23.89,29
2056,HNTUSDT,LRCUSDT,0.01,-3.88,-3.37,9.92,29
1968,GTCUSDT,GRTUSDT,0.02,-3.6,-3.37,27.81,29
2052,HNTUSDT,LINAUSDT,0.01,-3.84,-3.37,405.43,29
2035,HNTUSDT,FLOWUSDT,0.02,-3.62,-3.37,2.04,29
3831,YGGUSDT,ANKRUSDT,0.03,-3.47,-3.37,10.36,29
1819,ETCUSDT,RSRUSDT,0.03,-3.49,-3.37,4754.46,29
2189,INJUSDT,DARUSDT,0.0,-4.3,-3.37,12.9,29
2212,INJUSDT,TLMUSDT,0.01,-4.08,-3.37,112.91,29
44,AAVEUSDT,CHRUSDT,0.03,-3.53,-3.37,526.6,29
1528,CTCUSDT,1INCHUSDT,0.04,-3.45,-3.37,0.72,29
321,ARPAUSDT,CEEKUSDT,0.03,-3.5,-3.37,0.27,29
1806,EOSUSDT,RVNUSDT,0.02,-3.64,-3.37,41.77,29
2296,KDAUSDT,CTSIUSDT,0.01,-3.77,-3.37,8.59,29
3882,YGGUSDT,FXSUSDT,0.0,-4.62,-3.37,0.05,29
3877,YGGUSDT,FILUSDT,0.02,-3.6,-3.37,0.05,29
1807,EOSUSDT,SHIB1000USDT,0.02,-3.63,-3.37,98.89,29
1814,ETCUSDT,LINAUSDT,0.02,-3.73,-3.37,3241.71,29
1518,CROUSDT,WAVESUSDT,0.0,-4.26,-3.37,0.03,29
2267,JSTUSDT,MTLUSDT,0.01,-3.98,-3.37,0.03,29
2265,JSTUSDT,ICXUSDT,0.01,-3.99,-3.37,0.14,29
40,AAVEUSDT,BELUSDT,0.0,-4.22,-3.37,145.19,29
1788,ENSUSDT,GLMRUSDT,0.03,-3.53,-3.37,35.91,29
2231,IOTAUSDT,OMGUSDT,0.02,-3.64,-3.37,0.19,29
2224,IOTAUSDT,CEEKUSDT,0.02,-3.61,-3.37,2.19,29
1526,CRVUSDT,DYDXUSDT,0.01,-4.02,-3.37,0.26,29
3158,SUNUSDT,FILUSDT,0.0,-5.48,-3.37,0.0,28
2864,RENUSDT,IMXUSDT,0.0,-4.89,-3.37,0.19,28
3686,XRPUSDT,BTCUSDT,0.0,-13.81,-3.37,0.0,28
3149,SUNUSDT,DOTUSDT,0.0,-4.58,-3.37,0.0,28
768,BELUSDT,BLZUSDT,0.0,-4.88,-3.37,6.93,28
3231,SUNUSDT,XLMUSDT,0.0,-5.9,-3.37,0.06,28
3203,SUNUSDT,RSRUSDT,0.0,-4.41,-3.37,1.22,28
2936,RENUSDT,XTZUSDT,0.0,-5.02,-3.37,0.08,28
933,BSVUSDT,GTCUSDT,0.0,-4.29,-3.37,22.9,28
3823,YGGUSDT,1000BTTUSDT,0.0,-4.14,-3.37,328.64,28
872,BLZUSDT,IOTAUSDT,0.01,-4.1,-3.37,0.27,28
1791,ENSUSDT,MINAUSDT,0.02,-3.71,-3.37,23.14,28
1799,EOSUSDT,FILUSDT,0.04,-3.39,-3.37,0.21,28
1707,DOGEUSDT,ETHWUSDT,0.0,-5.27,-3.37,0.02,28
3113,SUNUSDT,AKROUSDT,0.0,-4.29,-3.37,1.86,28
3066,SLPUSDT,IMXUSDT,0.04,-3.38,-3.37,0.01,28
3784,XRPUSDT,SHIB1000USDT,0.0,-13.7,-3.37,41.48,28
1914,FTMUSDT,LRCUSDT,0.02,-3.69,-3.37,0.73,28
3740,XRPUSDT,IOTAUSDT,0.0,-13.91,-3.37,1.73,28
1896,FLMUSDT,OGNUSDT,0.0,-4.77,-3.37,0.77,28
1873,FILUSDT,OMGUSDT,0.0,-4.68,-3.37,3.8,28
1970,GTCUSDT,ILVUSDT,0.0,-5.3,-3.37,0.04,28
3040,SHIB1000USDT,DOTUSDT,0.04,-3.38,-3.37,0.0,28
2850,RENUSDT,FLMUSDT,0.0,-4.36,-3.37,0.98,28
2321,KDAUSDT,LUNA2USDT,0.0,-5.19,-3.37,0.54,28
947,BSVUSDT,OPUSDT,0.01,-4.08,-3.37,43.08,28
3385,UNFIUSDT,TRXUSDT,0.05,-3.38,-3.37,84.07,28
3939,YGGUSDT,SUNUSDT,0.03,-3.49,-3.37,43.68,28
2444,LRCUSDT,RSRUSDT,0.01,-3.87,-3.37,59.91,28
3871,YGGUSDT,ENJUSDT,0.0,-4.15,-3.37,0.71,28
2437,LRCUSDT,CTCUSDT,0.01,-3.94,-3.37,0.66,28
2427,LOOKSUSDT,LUNA2USDT,0.0,-5.04,-3.37,0.08,28
3356,UNFIUSDT,ARPAUSDT,0.0,-4.58,-3.37,160.19,28
2422,LINKUSDT,TRBUSDT,0.02,-3.68,-3.37,0.54,28
2270,JSTUSDT,ONTUSDT,0.02,-3.75,-3.37,0.12,28
3890,YGGUSDT,HOTUSDT,0.03,-3.49,-3.37,141.85,28
953,BSVUSDT,SLPUSDT,0.02,-3.75,-3.37,15476.32,28
2364,KNCUSDT,KSMUSDT,0.04,-3.46,-3.37,0.02,28
2360,KLAYUSDT,OPUSDT,0.03,-3.5,-3.37,0.19,28
3427,USDCUSDT,BTCUSDT,0.0,-12.88,-3.37,0.0,28
1739,DUSKUSDT,PAXGUSDT,0.03,-3.57,-3.37,0.0,28
3402,USDCUSDT,ALICEUSDT,0.0,-12.89,-3.37,0.84,28
2307,KDAUSDT,FLOWUSDT,0.0,-4.25,-3.37,0.74,28
3411,USDCUSDT,ASTRUSDT,0.0,-13.0,-3.37,27.51,28
2335,KDAUSDT,RSRUSDT,0.0,-5.14,-3.37,215.03,28
1545,CTCUSDT,GTCUSDT,0.04,-3.39,-3.37,0.22,28
2207,INJUSDT,RSRUSDT,0.02,-3.73,-3.37,418.05,28
3490,USDCUSDT,LINAUSDT,0.0,-12.83,-3.37,165.36,28
